F,Altitude,Country,Fragmentation_Devices,Fragmentation_Devices_Type,Fragmentation_Devices_Weight,Fragmentation_Devices_Weight_Tons,High_Explosives,High_Explosives_Type,High_Explosives_Weight,High_Explosives_Weight_Tons,Incendiary_Devices,Incendiary_Devices_Type,Incendiary_Devices_Weight,Incendiary_Devices_Weight_Tons,Mission_Date,Mission_ID,Takeoff_Base,Takeoff_Latitude,Takeoff_Location,Takeoff_Longitude,Target_City,Target_Country,Target_Latitude,Target_Longitude,Theater_of_Operations,Total_Weight,Total_Weight_Tons
A36,,USA,,,,,12,500 LB GP (GP-M43/M64),,3,,,,,5/24/1944,108840,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,CICILIANO,ITALY,41.92,12.88,MTO,,3
A36,,USA,,,,,16,500 LB GP (GP-M43/M64),,4,,,,,5/25/1944,110447,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,FROSINONE,ITALY,41.63,13.37,MTO,,4
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,5/25/1944,110456,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,VELLETRI,ITALY,41.68,12.78,MTO,,2
LIB,83,GREAT BRITAIN,,,,0,,,,,,,,0,4/25/1945,111115,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,FREILASSING M/Y,,47.83,12.98,,,296.5
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,5/25/1944,111270,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,VITERBO ROADS,,44.55,23.52,,,115.5
A36,,USA,,,,,16,500 LB GP (GP-M43/M64),,4,,,,,5/26/1944,111296,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,BRACCIANO,ITALY,42.08,12.17,MTO,,4
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,5/26/1944,112020,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,VITERBO ROADS,,44.4,8.95,,,116
,,SOUTH AFRICA,,,,,,,0,,,,,,11/27/1941,112115,KHARTOUM,15.58,SUDAN,32.52,GONDAR AREA,ETHIOPIA,12.6,37.4667,MTO,0,0
B17,20,USA,,,,0,,100 LB GP (GP-M30),2000,1,,,,0,12/10/1941,112525,CLARK FIELD,15.18583333,PHILLIPINES,120.5602778,APARRI,PHILIPPINE ISLANDS,18.5,121.61666,PTO,2000,1
B17,,USA,,,,0,,,,,,,,0,12/12/1941,112550,CLARK FIELD,15.18583333,PHILLIPINES,120.5602778,VIGAN /LINGHAYEN GULF,PHILIPPINE ISLANDS,17.583333,120.3333,PTO,0,
B17,,USA,,,,0,8,600 LB GP (GP-M32),4800,2.4,,,,0,12/14/1941,112553,CLARK FIELD,15.18583333,PHILLIPINES,120.5602778,LEGASPI,PHILIPPINE ISLANDS,14.5915883,120.9771887,PTO,4800,2.4
B17,,USA,,,,0,33,500 LB GP (GP-M43/M64),16500,8.25,,,,0,12/22/1941,112806,BATCHELOR FIELD,-13.05587222,AUSTRALIA,131.0279667,DAVAO,PHILIPPINE ISLANDS,7.05,125.65,PTO,16500,8.25
B17,,USA,,,,0,14,300 LB GP (GP-31),4200,2.1,,,,0,12/23/1941,112814,DEL MONTE,8.361552778,PHILLIPINES,124.833325,VIGAN /LINGHAYEN GULF,PHILIPPINE ISLANDS,17.583333,120.3333,PTO,4200,2.1
B17,,USA,,,,0,,,,,,,,0,12/23/1941,112828,DEL MONTE,8.361552778,PHILLIPINES,124.833325,DAVAO,PHILIPPINE ISLANDS,7.0764,125.6129,PTO,0,
B17,,USA,,,,0,14,300 LB GP (GP-31),4200,2.1,,,,0,12/24/1941,112829,DEL MONTE,8.361552778,PHILLIPINES,124.833325,DAVAO,PHILIPPINE ISLANDS,7.1255,125.6458,PTO,4200,2.1
B17,,USA,,,,0,7,300 LB GP (GP-31),2100,1.05,,,,0,12/25/1941,112832,DEL MONTE,8.361552778,PHILLIPINES,124.833325,DAVAO,PHILIPPINE ISLANDS,7.05,125.65,PTO,2100,1.05
B17,,USA,,,,0,32,600 LB GP (GP-M32),19200,9.6,,,,0,1/4/1942,113247,SAMARINDA,-0.5,BORNEO,117.15,MALALAG BAY,PHILIPPINE ISLANDS,6,125,PTO,19200,9.6
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,5/27/1944,113383,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,VITERBO ROADS,,43.53,10.33,,,89
B17,,USA,,,,0,0,600 LB GP (GP-M32),,,,,,0,1/9/1942,113618,KENDARI,-4.1,INDONESIA,122.4333333,MALALAG BAY,PHILIPPINE ISLANDS,5.8333,123.3,PTO,0,
B17,,USA,,,,0,12,600 LB GP (GP-M32),7200,3.6,,,,0,1/11/1942,113670,KENDARI,-4.1,INDONESIA,122.4333333,TARAKAN,NETHERLANDS EAST INDIES,3.35,117.566667,PTO,7200,3.6
B17,270,USA,,,,0,70,100 LB GP (GP-M30),7000,3.5,,,,0,1/15/1942,114023,MALANG,-7.977777778,INDONESIA,112.6280556,SOENGAI PATANI,MALAY STATES,5.643056,100.489722,PTO,7000,3.5
B24,195,USA,,,,0,36,100 LB GP (GP-M30),3600,1.8,,,,0,1/16/1942,114054,KENDARI,-4.1,INDONESIA,122.4333333,LANGOAN,INDONESIA,1.155277778,124.8408333,PTO,3600,1.8
B17,20,USA,,,,0,,100 LB GP (GP-M30),2000,1,,,,0,1/16/1942,114055,KENDARI,-4.1,INDONESIA,122.4333333,MANADO BAY,INDONESIA,1.493056,124.841389,PTO,2000,1
B17,63,USA,,,,0,,100 LB GP (GP-M30),6300,3.15,,,,0,1/19/1942,114081,MALANG,-7.977777778,INDONESIA,112.6280556,AP'S JOLO,PHILIPPINE ISLANDS,5.983333333,121.1333333,PTO,6300,3.15
BLEN,,GREAT BRITAIN,,,,,24,250 LB GP (GP-M57),6000,3,,,,,1/21/1942,114088,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,MESARIENG AIRFIELD,THAILAND OR SIAM,18.1578,97.9336,CBI,6000,3
BLEN,,GREAT BRITAIN,,,,,24,250 LB GP (GP-M57),6000,3,,,,,1/23/1942,114429,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,MESOHD TROOP CONCENTRATION,BURMA,16.7167,98.5667,CBI,6000,3
BLEN,,GREAT BRITAIN,,,,,0,,0,,,,,,1/23/1942,114430,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,RAHENG AIRFIELD,THAILAND OR SIAM,16.8697,99.129,CBI,0,
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),7000,3.5,,,,,1/26/1942,114478,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,KAWRAREIK/MYAWADDY ROAD,BURMA,16.541082,98.529827,CBI,7000,3.5
BLEN,,GREAT BRITAIN,,,,,16,250 LB GP (GP-M57),4000,2,,,,,1/27/1942,114480,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,BANGKOK DOCKS,THAILAND OR SIAM,13.69583333,100.5858333,CBI,4000,2
B17,,USA,,,,0,52,300 LB GP (GP-31),2400,1.2,,,,0,1/28/1942,114802,MALANG,-7.977777778,INDONESIA,112.6280556,KENDARI,INDONESIA,-3.967488889,122.5947,PTO,2400,1.2
B17,,USA,,,,0,52,300 LB GP (GP-31),6300,3.15,,,,0,1/28/1942,114803,PALEMBANG II,-2.900277778,INDONESIA,104.7,KUANTAN,INDONESIA,3.775,103.2083333,PTO,2100,1.05
B17,,USA,,,,0,52,300 LB GP (GP-31),6300,3.15,,,,0,1/28/1942,114804,PALEMBANG II,-2.900277778,INDONESIA,104.7,KUALA LAMPHUR,INDONESIA,3.1475,101.6933333,PTO,2100,1.05
BLEN,,GREAT BRITAIN,,,,,20,250 LB GP (GP-M57),5000,2.5,,,,,2/1/1942,114865,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,KADO VILLAGE,BURMA,16.575556,97.659444,CBI,5000,2.5
B17,,USA,,,,0,52,300 LB GP (GP-31),14400,7.2,,,,0,2/2/1942,114871,DJOGJA,-7.766666667,INDONESIA,110.3,BALIKPAPAN,INDONESIA,-1.263539,116.8279,PTO,14400,7.2
B17,,USA,,,,0,52,300 LB GP (GP-31),21600,10.8,,,,0,2/3/1942,114873,MALANG,-7.977777778,INDONESIA,112.6280556,BALIKPAPAN,INDONESIA,-1.263539,116.8279,PTO,21600,10.8
BLEN,,GREAT BRITAIN,,,,,8,250 LB GP (GP-M57),2000,1,,,,,2/3/1942,114874,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,SMALO ISLAND OFF MARTABAN,BURMA,16.492097,97.6035831,CBI,2000,1
LYSANDER,,GREAT BRITAIN,,,,,22,250 LB GP (GP-M57),5500,2.75,,,,,2/4/1942,114876,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,MEHONGSON AIRFIELD,THAILAND OR SIAM,18.75,97.916667,CBI,5500,2.75
LB30,,USA,,,,0,16,300 LB GP (GP-31),4800,2.4,,,,0,2/9/1942,114898,DJOGJA,-7.766666667,INDONESIA,110.3,SINDJAI,INDONESIA,-5.1666,120.3,PTO,12000,2.4
BLEN,,GREAT BRITAIN,,,,,8,250 LB GP (GP-M57),2000,1,,,,,2/10/1942,115105,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,MINZI TROOP CONCENTRATION,BURMA,17,97.617,CBI,2000,1
B17,,USA,,,,0,52,300 LB GP (GP-31),26400,13.2,,,,0,2/12/1942,115164,MALANG,-7.977777778,INDONESIA,112.6280556,MAKASSAR,INDONESIA,-5.133333,119.416667,PTO,26400,13.2
BLEN,,GREAT BRITAIN,,,,,24,250 LB GP (GP-M57),6000,3,,,,,2/14/1942,115194,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,PAAN G/A,BURMA,16.933333,97.366667,CBI,6000,3
LIB,,GREAT BRITAIN,,,,0,72,1000 LB MINES,,36,,,,0,5/29/1944,115325,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,MINING IN DANUBE,,45.22,28.58,,,36
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,12/3/1944,115458,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,BIOCE ROAD BRIDGES,,43.43,20.77,,,24.5
B17,,USA,,,,0,52,300 LB GP (GP-31),12000,6,,,,0,2/15/1942,115522,MALANG,-7.977777778,INDONESIA,112.6280556,N. OF PALEMBANG,INDONESIA,-2.991108,104.756733,PTO,12000,6
BLEN,,GREAT BRITAIN,,,,,20,250 LB GP (GP-M57),5000,2.5,,,,,2/15/1942,115523,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,THANTON RAIL STATION,BURMA,21.783333,96.433333,CBI,5000,2.5
LYSANDER,,GREAT BRITAIN,,,,,18,250 LB GP (GP-M57),4500,2.25,,,,,2/15/1942,115524,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,DUYINZEK FERRY (DUYINZEIK),BURMA,16.979722,97.449722,CBI,4500,2.25
B17,,USA,,,,0,52,300 LB GP (GP-31),14400,7.2,,,,0,2/16/1942,115529,DJOGJA,-7.766666667,INDONESIA,110.3,BANJOEASIN RIVER,INDONESIA,-2.343611111,104.9225,PTO,14400,7.2
LYSANDER,,GREAT BRITAIN,,,,,10,250 LB GP (GP-M57),2500,1.25,,,,,2/17/1942,115544,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,MARTABAN SHIPPING,BURMA,16.63333333,96.86666667,CBI,2500,1.25
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),7000,3.5,,,,,2/17/1942,115548,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,CHIENGMAI AIRFIELD,THAILAND OR SIAM,18.795278,98.998611,CBI,7000,3.5
LYSANDER,,GREAT BRITAIN,,,,,8,250 LB GP (GP-M57),2000,1,,,,,2/18/1942,115550,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,DAWIYAT E/POS (DAWI-HO),BURMA,19.603889,97.2725,CBI,2000,1
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),13000,6.5,,,,,2/19/1942,115559,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,PANTAGON E/POS (PONTAGA),BURMA,22.866667,95.433333,CBI,13000,6.5
B17,22000,USA,,,,0,,,,,,,,0,2/20/1942,115563,MADIOEN,-7.666666667,INDONESIA,111.4,SE COAST OF BALI,BALI,-8.8,115.4,PTO,0,
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),8000,4,,,,,2/20/1942,115565,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,TAUNGDALE/PAGON E/POS,BURMA,17.85,96.966667,CBI,8000,4
B17,,USA,,,,0,16,300 LB GP (GP-31),4800,2.4,,,,0,2/21/1942,115568,MADIOEN,-7.666666667,INDONESIA,111.4,DEN PASAR AIRPORT,BALI,-8.7481,115.1675,PTO,4800,2.4
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),4000,2,,,,,2/21/1942,115598,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,KAWBEIN E/POS,BURMA,17.283333,97.066667,CBI,4000,2
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),5000,2.5,,,,,2/23/1942,115916,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,MOKPALIN E/POS,BURMA,17.433333,96.883333,CBI,5000,2.5
B17,,USA,,,,0,48,300 LB GP (GP-31),14400,7.2,,,,0,2/24/1942,115917,MADIOEN,-7.666666667,INDONESIA,111.4,MAKASSAR,INDONESIA,-5.133333,119.416667,PTO,14400,7.2
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),3000,1.5,,,,,2/24/1942,115918,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,KYAIKTO MT,BURMA,17.3,97.016667,CBI,3000,1.5
A24,,USA,,,,0,,,,,4,111 LB INCENDIARY,440,0.22,2/25/1942,115927,MALANG,-7.977777778,INDONESIA,112.6280556,DEN PASAR AIRPORT,BALI,-8.7481,115.1675,PTO,,
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),6000,3,,,,,2/25/1942,115928,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,SALWEEN RIVER SHIPPING,BURMA,16.516667,97.6166,CBI,6000,3
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),6000,3,,,,,2/25/1942,115929,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,MOULMEIN SHIPPING,BURMA,16.48333333,97.63333333,CBI,6000,3
B17,,USA,,,,0,,,,,,,,0,2/26/1942,115951,MALANG,-7.977777778,INDONESIA,112.6280556,SE COAST OF BALI,BALI,-8.8,115.4,PTO,,
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),6000,3,,,,,2/26/1942,115952,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,MOULMEIN AIRFIELD,BURMA,16.5,97.6167,CBI,6000,3
,,USA,,,,0,8,300 LB GP (GP-31),2400,1.2,,,,0,2/27/1942,115955,DJOGJA,-7.766666667,INDONESIA,110.3,DEN PASAR AIRPORT,BALI,-8.7481,115.1675,PTO,2400,1.2
A24,,USA,,,,0,,,,,6,111 LB INCENDIARY,660,0.33,2/27/1942,115970,MALANG,-7.977777778,INDONESIA,112.6280556,N OF JAVA,INDONESIA,-5.760203,109.235065,PTO,660,0.33
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),6000,3,,,,,2/27/1942,115971,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,YE AIRFIELD,BURMA,15.3,97.867,CBI,6000,3
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),3000,1.5,,,,,2/27/1942,115972,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,KYWEBWE E/POS,BURMA,18.7,96.416667,CBI,3000,1.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),12000,6,,,,,2/28/1942,115976,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,SHWEGYIN E/POS,BURMA,17.9167,96.9,CBI,12000,6
,,USA,,,,0,8,300 LB GP (GP-31),2400,1.2,,,,0,3/1/1942,115977,MADIOEN,-7.666666667,INDONESIA,111.4,N OF JAVA,INDONESIA,-5.760203,109.235065,PTO,2400,1.2
,,USA,,,,0,8,300 LB GP (GP-31),2400,1.2,,,,0,3/1/1942,115978,DJOGJA,-7.766666667,INDONESIA,110.3,BALI,INDONESIA,-8.8,115.4,PTO,2400,1.2
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),4000,2,,,,,3/1/1942,115980,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,ABYA E/POS,BURMA,17.5,96.7667,CBI,4000,2
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),1000,0.5,,,,,5/16/1942,121018,FENNY,23.035,INDIA,91.393611,MAGWE AIRFIELD,BURMA,20.16666667,94.91666667,CBI,1000,0.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),9000,4.5,,,,,3/2/1942,115985,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,SITTANG RIVER/R CRAFT,BURMA,24.166667,94.583333,CBI,9000,4.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),6000,3,,,,,3/3/1942,115998,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,BILIN RIVER AREA MT,BURMA,17.217,97.233,CBI,6000,3
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),3000,1.5,,,,,3/4/1942,115999,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,PYINBON E/POS,BURMA,24.2,94.517,CBI,3000,1.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),2000,1,,,,,3/4/1942,116000,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,PYAGYI E/POS,BURMA,19.183333,94.883333,CBI,2000,1
PV-1 VENTURA,,NEW ZEALAND,,,,0,60,500 LB GP (GP-M43/M64),30000,15,,,,0,4/30/1945,116179,BOUGAINVILLE ISLAND,-6.244444,SOLOMON ISLANDS,155.383889,MUGUAI,,-6.7,155.8166667,PTO,30000,15
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),4000,2,,,,,3/5/1942,116302,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,WAW VILLAGE,BURMA,17.4667,96.6833,CBI,4000,2
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),2000,1,,,,,3/5/1942,116303,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,PEDAYE R CRAFT (PEDAW),BURMA,16.666667,95.316667,CBI,2000,1
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),3000,1.5,,,,,3/6/1942,116306,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,PEGU TOWN,BURMA,21.983333,95.533333,CBI,3000,1.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),2000,1,,,,,3/6/1942,116307,"""MINGALADON AIRFIELD, RANGOON""",16.907305,BURMA,96.133222,THAYETCHAUNG E/POS,BURMA,19.05,94.8666,CBI,2000,1
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),5000,2.5,,,,,3/9/1942,116391,MAGWE AIRFIELD,20.1656,BURMA,94.9414,MOULMEIN AIRFIELD,BURMA,16.5,97.6167,CBI,5000,2.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),5000,2.5,,,,,3/11/1942,116725,MAGWE AIRFIELD,20.1656,BURMA,94.9414,PYUNTA RR BRIDGE,BURMA,17.866666,96.73333,CBI,5000,2.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),1000,0.5,,,,,3/12/1942,116739,MAGWE AIRFIELD,20.1656,BURMA,94.9414,HMAWBI MT,BURMA,17.06666667,96.11666667,CBI,1000,0.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),1000,0.5,,,,,3/12/1942,116740,MAGWE AIRFIELD,20.1656,BURMA,94.9414,GULF OF MARTABAN R/CRAFT,BURMA,16.63333333,96.86666667,CBI,1000,0.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),1000,0.5,,,,,3/13/1942,116769,MAGWE AIRFIELD,20.1656,BURMA,94.9414,RANGOON R/CRAFT,BURMA,16.769211,96.158739,CBI,1000,0.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),6000,3,,,,,3/16/1942,116781,MAGWE AIRFIELD,20.1656,BURMA,94.9414,YANDOON R/CRAFT,BURMA,16.7833,96.15,CBI,6000,3
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),4000,2,,,,,3/17/1942,116786,MAGWE AIRFIELD,20.1656,BURMA,94.9414,HMAWBI VILLAGE,BURMA,17.1167,96.0667,CBI,4000,2
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),9000,4.5,,,,,3/22/1942,116800,MAGWE AIRFIELD,20.1656,BURMA,94.9414,MINGALADON AIRFIELD,BURMA,16.907305,96.133222,CBI,9000,4.5
LB30,,USA,,,,0,,,6000,3,,,,0,4/2/1942,117577,ASANSOL,23.631111,INDIA,86.975,POINT BLAIR,ANDAMAN ISLANDS,11.684045,92.735339,CBI,6000,3
B17,,USA,,,,,,,,,,,,,4/3/1942,117578,ASANSOL,23.631111,INDIA,86.975,RANGOON,BURMA,16.769211,96.158739,CBI,,
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),4000,2,,,,,4/9/1942,117998,COLOMBO RACECOURSE,6.905,CEYLON,79.8639,SHIPPING 175 MI NNE TRINCOMALEE,INDIAN OCEAN,10.922191,82.23645,CBI,4000,2
A36,,USA,,,,,40,500 LB GP (GP-M43/M64),,10,,,,,5/31/1944,118072,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,VOLPINO,ITALY,45.38,11.38,MTO,,10
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,5/31/1944,118090,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,NEMI,ITALY,41.72,12.7,MTO,,2
PV-1 VENTURA,,NEW ZEALAND,,,,0,30,500 LB GP (GP-M43/M64),15000,7.5,,,,0,5/4/1945,118552,BOUGAINVILLE ISLAND,-6.244444,SOLOMON ISLANDS,155.383889,KAHILI,SOLOMON ISLANDS,-6.8,155.7833333,PTO,15000,7.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),5000,2.5,,,,,4/12/1942,118706,AKYAB,20.132708,BURMA,92.872628,NYAUNGBINTHA E/POS,BURMA,16.93,96.32009,CBI,5000,2.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),5000,2.5,,,,,4/17/1942,119038,AKYAB,20.132708,BURMA,92.872628,SAINGGYA (N OF MAGWE),BURMA,20.016667,95.166667,CBI,5000,2.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),2000,1,,,,,4/17/1942,119039,AKYAB,20.132708,BURMA,92.872628,SINBAUNGWE E/POS,BURMA,19.7167,95.1667,CBI,2000,1
B25,14.5,USA,,,,0,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,4/18/1942,119046,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.72296088,139.7991542,PTO,,0.25
B25,14.5,USA,,,,0,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,4/18/1942,119047,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.72296088,139.7989707,PTO,,0.25
B25,14.5,USA,,,,0,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,4/18/1942,119048,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.72296088,139.7987691,PTO,,0.25
B25,14,USA,,,,0,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,4/18/1942,119052,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.72296088,139.75,PTO,,0.25
B25,12,USA,,,,0,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,4/18/1942,119054,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.72296088,139.7203378,PTO,,0.25
B25,12,USA,,,,0,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,4/18/1942,119055,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.62423707,139.7361194,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119071,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.57873951,139.7212022,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119072,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.583333,139.75,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119073,USS HORNET,35.71666667,USA,153.4166667,YOKOHAMA,JAPAN,35.466667,139.7,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119074,USS HORNET,35.71666667,USA,153.4166667,YOKOHAMA,JAPAN,35.18150678,136.9045304,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119077,USS HORNET,35.71666667,USA,153.4166667,YOKOHAMA,JAPAN,35.13177908,136.8445605,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119078,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.72312836,139.7986718,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119079,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.72296088,139.7312992,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119080,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.72296088,139.7215794,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119081,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.71655256,139.7455668,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119082,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.71505573,139.7397898,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119083,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.72296088,139.7361194,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119084,USS HORNET,35.71666667,USA,153.4166667,YOKOHAMA,JAPAN,35.465408,139.622253,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119085,USS HORNET,35.71666667,USA,153.4166667,TOKYO,JAPAN,35.583333,139.746283,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119086,USS HORNET,35.71666667,USA,153.4166667,KOBE,JAPAN,34.6680866,135.16762,PTO,,0.25
