F,Altitude,Country,Fragmentation_Devices,Fragmentation_Devices_Type,Fragmentation_Devices_Weight,Fragmentation_Devices_Weight_Tons,High_Explosives,High_Explosives_Type,High_Explosives_Weight,High_Explosives_Weight_Tons,Incendiary_Devices,Incendiary_Devices_Type,Incendiary_Devices_Weight,Incendiary_Devices_Weight_Tons,Mission_Date,Mission_ID,Takeoff_Base,Takeoff_Latitude,Takeoff_Location,Takeoff_Longitude,Target_City,Target_Country,Target_Latitude,Target_Longitude,Theater_of_Operations,Total_Weight,Total_Weight_Tons
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119087,USS HORNET,35.71666667,USA,153.4166667,KOBE,JAPAN,34.65956824,135.1581664,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119088,USS HORNET,35.71666667,USA,153.4166667,KOBE,JAPAN,34.68435815,135.1988814,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119089,USS HORNET,35.71666667,USA,153.4166667,KOBE,JAPAN,34.68446191,135.1994988,PTO,,0.25
B25,,USA,,,,0,,,,0,1,500 LB INCENDIARY,500,0.25,4/18/1942,119090,USS HORNET,35.71666667,USA,153.4166667,KOBE,JAPAN,34.67922,135.17822,PTO,,0.25
HUDSON,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),2000,1,,,,,4/18/1942,119093,AKYAB,20.132708,BURMA,92.872628,PORT BLAIR FLYING BOATS,ANDAMAN ISLANDS,11.684045,92.735339,CBI,2000,1
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),5000,2.5,,,,,4/19/1942,119098,AKYAB,20.132708,BURMA,92.872628,ALLANMYO E/POS,BURMA,19.38,95.23,CBI,5000,2.5
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,12/7/1944,119146,PONTEDERA AIRFIELD,43.658,ITALY,10.618247,MONTE TROCCHIO,ITALY,41.47,13.88,MTO,,2
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,6/1/1944,119223,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,ZAGAROLA,ITALY,41.83,12.87,MTO,,2
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,6/1/1944,119224,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,41 40 N 012 40 E,ITALY,41.67,12.67,MTO,,2
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),1000,0.5,,,,,4/20/1942,119401,AKYAB,20.132708,BURMA,92.872628,BASSEIN AIRFIELD,BURMA,16.8152,94.7799,CBI,1000,0.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),4000,2,,,,,4/24/1942,119458,AKYAB,20.132708,BURMA,92.872628,LOILEIN/HOPONG E/POS,BURMA,22.95,97.65,CBI,4000,2
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),4000,2,,,,,4/24/1942,119459,AKYAB,20.132708,BURMA,92.872628,LOIKAW/SANDOWAY/TAUNGUP E/POS,BURMA,18.466667,94.366667,CBI,4000,2
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),2000,1,,,,,4/25/1942,119487,AKYAB,20.132708,BURMA,92.872628,KONGHAIPONG MT (KONGHAI-PING),BURMA,21.8,97.583333,CBI,2000,1
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,6/1/1944,119630,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,SZOLNOK M/Y,,43.47,11.9,,,54
A36,,USA,,,,,57,500 LB GP (GP-M43/M64),,14.25,,,,,6/2/1944,119653,SANTA MARIA AIRFIELD,40.838125,ITALY,14.349381,SANTO STEFANO CAMAS,ITALY,38.02,14.35,MTO,,14.25
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,6/2/1944,119671,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,FRASCATI,ITALY,41.07,12.67,MTO,,2
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,6/2/1944,119672,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,TIVOLI,ITALY,41.97,12.8,MTO,,2
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,6/2/1944,119674,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,PALESTRINA,ITALY,41.82,12.92,MTO,,2
A36,,USA,,,,,6,500 LB GP (GP-M43/M64),,1.5,,,,,6/2/1944,119676,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,MARINO,ITALY,41.77,12.65,MTO,,1.5
A36,,USA,,,,,4,500 LB GP (GP-M43/M64),,1,,,,,6/2/1944,119677,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,45 00 N 011 00 E,ITALY,45,11,MTO,,1
A36,,USA,,,,,4,500 LB GP (GP-M43/M64),,1,,,,,6/2/1944,119678,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,CAVA,ITALY,45.13,9.12,MTO,,1
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),3000,1.5,,,,,5/1/1942,120213,AKYAB,20.132708,BURMA,92.872628,YENANGYAUNG OIL FIELDS,BURMA,20.458261,94.873181,CBI,3000,1.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),6000,3,,,,,5/3/1942,120237,AKYAB,20.132708,BURMA,92.872628,CHINDWIN R/CRAFT,BURMA,23.213333,94.318333,CBI,6000,3
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),6000,3,,,,,5/4/1942,120274,AKYAB,20.132708,BURMA,92.872628,IRRAWADDY R/CRAFT,BURMA,15.833333,95.1,CBI,6000,3
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),3000,1.5,,,,,5/5/1942,120300,AKYAB,20.132708,BURMA,92.872628,MONYWA R/CRAFT,BURMA,22.116667,95.133333,CBI,3000,1.5
WELL,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),3000,1.5,,,,,5/5/1942,120601,AKYAB,20.132708,BURMA,92.872628,AKYAB TOWN,BURMA,20.15,92.9,CBI,3000,1.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),1000,0.5,,,,,5/5/1942,120602,AKYAB,20.132708,BURMA,92.872628,AKYAB TOWN (SE),BURMA,20.132708,92.872628,CBI,1000,0.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),1000,0.5,,,,,5/10/1942,120689,AKYAB,20.132708,BURMA,92.872628,MAGWE AIRFIELD,BURMA,20.16666667,94.91666667,CBI,1000,0.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),6000,3,,,,,5/13/1942,120699,FENNY,23.035,INDIA,91.393611,SHWEGYIN S. R/CRAFT,BURMA,17.9167,96.9,CBI,6000,3
PV-1 VENTURA,,NEW ZEALAND,,,,0,12,500 LB GP (GP-M43/M64),6000,3,,,,0,5/10/1945,120986,BOUGAINVILLE ISLAND,-6.244444,SOLOMON ISLANDS,155.383889,BUKA,SOLOMON ISLANDS,-5.416666667,154.7,PTO,6000,3
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),3000,1.5,,,,,5/14/1942,121007,FENNY,23.035,INDIA,91.393611,MAUKKADAW R/CRAFT,BURMA,23.35,94.416667,CBI,3000,1.5
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),2000,1,,,,,5/22/1942,121065,FENNY,23.035,INDIA,91.393611,"""MAYU RIVER, R/CRAFT""",BURMA,20.25,92.7667,CBI,2000,1
HUDSON,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),2000,1,,,,,5/23/1942,121072,FENNY,23.035,INDIA,91.393611,KYAUPYA BARRACKS (KYAUPYOK),BURMA,18.616667,95.833333,CBI,2000,1
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),4000,2,,,,,5/25/1942,121082,FENNY,23.035,INDIA,91.393611,SITTAUNG R/CRAFT,BURMA,24.166667,94.583333,CBI,4000,2
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),2000,1,,,,,5/27/1942,121092,FENNY,23.035,INDIA,91.393611,AKYAB AIRFIELD,BURMA,20.132708,92.872628,CBI,2000,1
HUDSON,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),2000,1,,,,,5/27/1942,121093,FENNY,23.035,INDIA,91.393611,MAYU (N AKYAB) R/CRAFT,BURMA,20.15,92.9,CBI,2000,1
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,6/2/1944,121209,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,GIURGIU OIL LOADING QUAYS AND STORAGE TANKS,,44.7,10.1,,,53
A36,,USA,,,,,16,500 LB GP (GP-M43/M64),,4,,,,,6/3/1944,121251,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,CIVITA CASTELLANA,ITALY,42.27,12.4,MTO,,4
A36,,USA,,,,,16,500 LB GP (GP-M43/M64),,4,,,,,6/3/1944,121252,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,ROME,ITALY,41.9,12.47,MTO,,4
PV-1 VENTURA,,NEW ZEALAND,,,,0,48,500 LB GP (GP-M43/M64),24000,12,,,,0,5/11/1945,121381,BOUGAINVILLE ISLAND,-6.244444,SOLOMON ISLANDS,155.383889,KARA,SOLOMON ISLANDS,-6.7,155.7166667,PTO,24000,12
B17,,USA,,,,0,32,500 LB GP (GP-M43/M64),16000,8,,,,0,5/29/1942,121401,DUM DUM/CALCUTTA,22.654722,INDIA,88.446667,MINGALADON,BURMA,16.907305,96.133222,CBI,16000,8
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),1000,0.5,,,,,5/29/1942,121415,FENNY,23.035,INDIA,91.393611,KALEMYO BRIDGE,BURMA,23.18333333,94.06666667,CBI,1000,0.5
B17,,USA,,,,0,24,500 LB GP (GP-M43/M64),12000,6,,,,0,5/30/1942,121416,DUM DUM/CALCUTTA,22.654722,INDIA,88.446667,MYITKYINA,BURMA,25.383611,97.351667,CBI,12000,6
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),2000,1,,,,,5/30/1942,121457,FENNY,23.035,INDIA,91.393611,CHINDWIN R/CRAFT,BURMA,23.213333,94.318333,CBI,2000,1
BLEN,,GREAT BRITAIN,,,,,,250 LB GP (GP-M57),3000,1.5,,,,,5/31/1942,121468,FENNY,23.035,INDIA,91.393611,KALEWA TOWN,BURMA,23.2,94.3,CBI,3000,1.5
B17,120,USA,,,,0,,500 LB GP (GP-M43/M64),2500,1.25,,,,0,6/3/1942,121779,MIDWAY,28.21105,USA,-177.328611,NAVY,JAPAN,27.171933,173.413618,PTO,2500,1.25
B26,,USA,,,,0,150,250 LB GP (GP-M57),6000,3,,,,0,6/4/1942,122106,MIDWAY,28.21105,USA,-177.328611,NAVY,JAPAN,30.190317,-179.258863,PTO,6000,3
B17,,USA,,,,0,4,500 LB GP (GP-M43/M64),2000,1,,,,0,6/4/1942,122114,MIDWAY,28.21105,USA,-177.328611,NAVY,JAPAN,29.92749,-178.713962,PTO,2000,1
B17,,USA,,,,0,3,500 LB GP (GP-M43/M64),1500,0.75,,,,0,6/4/1942,122116,OAHU,21.3338889,USA,-157.948333,NAVY,JAPAN,30.343734,-178.652927,PTO,1500,0.75
B17,100,USA,,,,0,,500 LB GP (GP-M43/M64),8000,4,,,,0,6/4/1942,122117,MIDWAY,28.21105,USA,-177.328611,NAVY,JAPAN,30.599849,-178.626485,PTO,8000,4
B17,,USA,,,,,,,,,,,,,6/4/1942,122131,DUM DUM/CALCUTTA,22.654722,INDIA,88.446667,RANGOON,BURMA,16.769211,96.158739,CBI,,
B17,,USA,,,,0,24,500 LB GP (GP-M43/M64),12000,6,,,,0,6/5/1942,122134,MIDWAY,28.21105,USA,-177.328611,NAVY,JAPAN,30.294027,178.313736,PTO,12000,6
B17,,USA,,,,0,19,500 LB GP (GP-M43/M64),9500,4.75,,,,0,6/5/1942,122136,MIDWAY,28.21105,USA,-177.328611,NAVY,JAPAN,27.979351,-179.451285,PTO,9500,4.75
B17,90,USA,,,,0,8,300 LB GP (GP-31),2400,1.2,,,,0,6/5/1942,122138,MIDWAY,28.21105,USA,-177.328611,NAVY,JAPAN,32.819748,177.997624,PTO,2400,1.2
A36,,USA,,,,,12,500 LB GP (GP-M43/M64),,3,,,,,6/4/1944,122481,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,FABA SABINA,ITALY,42.2,12.72,MTO,,3
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,6/4/1944,122490,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,45 20 N 011 20 E,ITALY,45.33,11.33,MTO,,2
B24,0,USA,,,,0,,,,0,,,,0,6/12/1942,122554,FAYID,30.31666667,EGYPT,32.3,PLOESTI,ROMANIA,44.96,26.02,MTO,,0
B24,0,USA,,,,0,35,1000 LB GP (GP-M44/M65),,17.5,,,,0,6/15/1942,122562,FAYID,30.31666667,EGYPT,32.3,220 MI EAST OF MALTA,ITALY,35.81,18.45,MTO,,17.5
B24,0,USA,,,,0,50,1000 LB GP (GP-M44/M65),,25,,,,0,6/24/1942,122996,FAYID,30.31666667,EGYPT,32.3,BENGHAZI,LIBYA,32.11,20.05,MTO,,25
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,6/4/1944,124036,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,TERNI ROAD BLOCK,,42.72,12.12,,,96.5
A36,,USA,,,,,70,500 LB GP (GP-M43/M64),,17.5,,,,,6/5/1944,124052,SANTA MARIA AIRFIELD,40.838125,ITALY,14.349381,COSENZA,ITALY,39.27,16.25,MTO,,17.5
A36,,USA,,,,,62,500 LB GP (GP-M43/M64),,15.5,,,,,6/5/1944,124053,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,ORTE,ITALY,42.47,12.4,MTO,,15.5
B25,2300,USA,30,17 KG CHINESE,1122,0.561,40,100 LB GP (GP-M30),8800,4.4,,,,0,12/27/1942,124126,HANGYANG,26.905278,CHINA,112.627778,NANCHUNG,CHINA,28.635713,115.930012,CBI,9922,4.961
B25,,USA,,,,0,11,500 LB GP (GP-M43/M64),5500,2.75,,,,0,7/8/1942,124171,DINJAN,27.537778,INDIA,95.269444,20 MI SW OF MYITKYINA,BURMA,25.360851,96.997051,CBI,5500,2.75
B24,0,USA,,,,0,,,,0,,,,0,7/9/1942,124200,LYDDA,32.009444,PALESTINE,34.882778,CONVOY,LIBYA,33,20,MTO,,0
B24,250,USA,,,,0,,500 LB GP (GP-M43/M64),,9,,,,0,7/17/1942,124565,LYDDA,32.009444,PALESTINE,34.882778,BOMBA DOCKS/AIRFIELD,LIBYA,32.27,23.07,MTO,,9
B25,7000,USA,12,17 KG CHINESE,448.8,0.2244,,,,0,24,110 LB  INCENDIARY,2640,1.32,3/3/1943,124901,HANGYANG,26.905278,CHINA,112.627778,LIN CHWAN (FUCHOW),CHINA,26.074508,119.296494,CBI,3088.8,1.5444
B25,,USA,18,17 KG CHINESE,673.2,0.3366,4.8,500 LB GP (GP-M43/M64),2400,1.2,,,,0,7/20/1942,124904,HANGYANG,26.905278,CHINA,112.627778,KIUKIANG,CHINA,29.738056,115.987222,CBI,3073.2,1.5366
B25,,USA,,,,0,6,500 LB GP (GP-M43/M64),3000,1.5,,,,0,7/22/1942,124964,DINJAN,27.537778,INDIA,95.269444,NW OF MYITKYINA,BURMA,25.438527,97.305745,CBI,3000,1.5
A36,,USA,,,,,16,500 LB GP (GP-M43/M64),,4,,,,,6/6/1944,125269,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,NARNI,ITALY,42.5,12.52,MTO,,4
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,6/6/1944,125282,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,45 40 N 011 00 E,ITALY,45.67,11,MTO,,2
B25,,USA,,,,,,,,,,,,,7/23/1942,125314,DINJAN,27.537778,INDIA,95.269444,NORTH OF KATHA,BURMA,24.231264,96.302247,CBI,,
B24,200,USA,,,,0,108,500 LB GP (GP-M43/M64),,27,,,,0,7/28/1942,125750,LYDDA,32.009444,PALESTINE,34.882778,CONVOY/SUDA BAY,CRETE,35.49,24.07,MTO,,27
B25,20,USA,,,,0,6,500 LB GP (GP-M43/M64),3000,1.5,,,,0,7/29/1942,125794,DINJAN,27.537778,INDIA,95.269444,,BURMA,23.75,95.6666,CBI,3000,1.5
B25,50,USA,,,,0,,500 LB GP (GP-M43/M64),2000,1,,,,0,7/29/1942,125796,DINJAN,27.537778,INDIA,95.269444,,BURMA,24,95.83333333,CBI,2000,1
B24,200,USA,,,,0,35,1000 LB GP (GP-M44/M65),,17.5,,,,0,7/31/1942,126148,LYDDA,32.009444,PALESTINE,34.882778,NAVARINO BAY,GREECE,36.9,21.68,MTO,,17.5
B25,20,USA,,,,,2000,500 LB GP (GP-M43/M64),,500,,,,,8/2/1942,126504,DINJAN,27.537778,INDIA,95.269444,SOUTH OF WUNTHO,BURMA,23.90164,95.678936,CBI,500,0.25
B24,150,USA,,,,0,16,500 LB GP (GP-M43/M64),,4,,,,0,8/2/1942,126506,LYDDA,32.009444,PALESTINE,34.882778,CONVOY (BETWEEN GREECE AND BENGHAZI),GREECE,33.83,22.5,MTO,,4
P40,,USA,,,,0,2.4,500 LB GP (GP-M43/M64),1200,0.6,2,501/545 LB INCENDIARY,985.6,0.4928,7/19/1942,126522,NANNING,22.6081,CHINA,108.1722,LINGHNAN,CHINA,19.272116,110.584387,CBI,2185.6,1.0928
LIB,140,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,8/4/1942,126524,FAYID,30.31666667,EGYPT,32.3,TOBRUK,LIBYA,32.04,23.95,MTO,,2
B24,150,USA,,,,0,48,1000 LB GP (GP-M44/M65),,24,,,,0,8/5/1942,126550,LYDDA,32.009444,PALESTINE,34.882778,CONVOY (BETWEEN GREECE AND BENGHAZI),GREECE,34,0.03,MTO,,24
B25,,USA,,,,,0,500 LB GP (GP-M43/M64),,,,,,,8/8/1942,126916,DINJAN,27.537778,INDIA,95.269444,PINBAW & TANNGNI,BURMA,25.13333333,96.71666667,CBI,,
B25,,USA,17,17 KG CHINESE,635.8,0.3179,,,,0,24,110 LB  INCENDIARY,2640,1.32,8/6/1942,126919,HANGYANG,26.905278,CHINA,112.627778,CANTON,CHINA,23.133333,113.3166666,CBI,3275.8,1.6379
B25,,USA,24,17 KG CHINESE,897.6,0.4488,12,500 LB GP (GP-M43/M64),6000,3,24,110 LB  INCENDIARY,2640,1.32,7/1/1942,126925,NANNING,22.6081,CHINA,108.1722,HAIPHONG,FRENCH INDO CHINA,20.866714,106.657154,CBI,9537.6,4.7688
LIB,105,GREAT BRITAIN,,,,0,0,500 LB GP (GP-M43/M64),,,,,,0,8/9/1942,126926,ST JEAN,32.95,PALESTINE,35.1,TOBRUK,LIBYA,32.04,23.95,MTO,,12
B17,5000,USA,,,,,,,,,,,,,8/10/1942,126964,DUM DUM/CALCUTTA,22.654722,INDIA,88.446667,PORT CORNWALLIS,ANDAMAN ISLANDS,13.283418,93.083249,CBI,,
P40,,USA,,,,0,7,500 LB GP (GP-M43/M64),3500,1.75,12,25 LB INCENDIARY,300,0.15,10/10/1942,126972,HANGYANG,26.905278,CHINA,112.627778,YOYANG (YOCHOW),CHINA,29.45,113.05,CBI,3800,1.9
LIB,130,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,8/11/1942,126974,MALTA,35.8596,MALTA,14.4792,NAVARINO BAY,GREECE,36.9,21.68,MTO,,6
B24,0,USA,,,,0,,,,0,,,,0,8/11/1942,126998,RAMAT DAVID,32.666603,PALESTINE,35.183325,MERSA MATRUH,EGYPT,31.33,27.2,MTO,,20
LIB,,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,8/15/1942,127330,AQIR,31.833333,EGYPT,34.8166667,SHIP  AT SEA,,34.87,22.5,EAST AFRICA,,3
B24,0,USA,,,,0,,,,0,,,,0,8/15/1942,127350,RAMAT DAVID,32.666603,PALESTINE,35.183325,CONVOY - STRIKES,ITALY,35,19.5,MTO,,16.5
B25,120,USA,,,,0,40,500 LB GP (GP-M43/M64),,10,,,,0,8/16/1942,127352,DEVERSOIR AIRFIELD,30.41666667,EGYPT,32.33333333,MERSA MATRUH,EGYPT,31.33,27.2,MTO,,10
LIB,120,GREAT BRITAIN,,,,0,,250 LB GP (GP-M57),,,,,,0,8/16/1942,127357,MALTA,35.8596,MALTA,14.4792,CATANIA,SICILY,37.47,15.06,MTO,,1
LIB,135,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,8/19/1942,127709,AQIR,31.833333,EGYPT,34.8166667,10K TON SHIP 7 MI NE OF TOBRUK HARBOR ENTRANCE,LIBYA,32.17,24.04,MTO,,6
LIB,50,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,8/21/1942,127726,AQIR,31.833333,EGYPT,34.8166667,SHIP CONVOY AT SEA,,33.87,24.62,EAST AFRICA,,6
B24,0,USA,,,,0,,,,0,,,,0,8/21/1942,127727,RAMAT DAVID,32.666603,PALESTINE,35.183325,CONVOY - STRIKES,ITALY,34,22.5,MTO,,25
B25,127,USA,,,,0,54,500 LB GP (GP-M43/M64),,13.5,,,,0,8/22/1942,127728,DEVERSOIR AIRFIELD,30.41666667,EGYPT,32.33333333,TOBRUK,LIBYA,32.04,23.95,MTO,,13.5
LIB,40,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,8/25/1942,127767,AQIR,31.833333,EGYPT,34.8166667,CORINTH CANAL,GREECE,37.95,22.96,MTO,,12
B24,0,USA,,,,0,,,,0,,,,0,8/25/1942,127770,RAMAT DAVID,32.666603,PALESTINE,35.183325,CORINTH CANAL,GREECE,37.95,22.96,MTO,,7.5
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,6/6/1944,127817,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,ROAD JUNCTION E OF ORVIETO,GREECE,45.63,13.08,MTO,,38.25
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,6/6/1944,127849,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,ROAD JUNCTION - VITERBO,,45.43,12.33,,,48.25
A36,,USA,,,,,42,500 LB GP (GP-M43/M64),,10.5,,,,,6/7/1944,127869,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,MONTE FIASCONE,ITALY,42.53,12.05,MTO,,10.5
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,6/7/1944,127882,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,46 00 N 010 20 E,ITALY,46,10.33,MTO,,2
B25,85,USA,,,,0,104,250 LB GP (GP-M57),,13,,,,0,8/28/1942,128126,DEVERSOIR AIRFIELD,30.41666667,EGYPT,32.33333333,EL DABA AIRDROME,EGYPT,31.03,28.47,MTO,,13
B25,,USA,40,17 KG CHINESE,1496,0.748,32,100 LB GP (GP-M30),7040,3.52,,,,0,8/9/1942,128127,KUNMING,24.992222,CHINA,102.743333,HOANG SU PHI,FRENCH INDO CHINA,22.75,104.666667,CBI,8536,4.268
B25,,USA,40,17 KG CHINESE,1496,0.748,32,100 LB GP (GP-M30),7040,3.52,,,,0,7/3/1942,128128,KUNMING,24.992222,CHINA,102.743333,"""PHU LO DISTRICT, HANOI""",FRENCH INDO CHINA,21.195105,105.845445,CBI,8536,4.268
B25,83,USA,,,,0,112,250 LB GP (GP-M57),,14,,,,0,8/31/1942,128186,DEVERSOIR AIRFIELD,30.41666667,EGYPT,32.33333333,LG 20 / LG 104,EGYPT,31.07,28.3,MTO,,14
B25,85,USA,,,,0,,250 LB GP (GP-M57),,5,,,,0,8/31/1942,128189,DEVERSOIR AIRFIELD,30.41666667,EGYPT,32.33333333,ALAM-EL HAIFA RIDGE,EGYPT,30.5,28.83,MTO,,5
B24,205,USA,,,,0,45,1000 LB GP (GP-M44/M65),,22.5,,,,0,9/1/1942,128401,LYDDA,32.009444,PALESTINE,34.882778,CONVOY/CANDIA HARBOR,CRETE,35.19,25.72,MTO,,22.5
B25,75,USA,,,,0,24,250 LB GP (GP-M57),,3,,,,0,9/1/1942,128402,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.57,28.99,MTO,,3
B25,70,USA,,,,0,24,250 LB GP (GP-M57),,3,,,,0,9/1/1942,128403,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.51,29.09,MTO,,3
B25,80,USA,,,,0,18,250 LB GP (GP-M57),,2.25,,,,0,9/1/1942,128405,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.49,28.88,MTO,,2.25
B25,85,USA,,,,0,12,500 LB GP (GP-M43/M64),,3,,,,0,9/1/1942,128406,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.48,29,MTO,,3
B25,83,USA,,,,0,12,500 LB GP (GP-M43/M64),,3,,,,0,9/1/1942,128407,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.45,29.02,MTO,,3
B25,83,USA,,,,0,12,250 LB GP (GP-M57),,1.5,,,,0,9/1/1942,128408,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.45,28.97,MTO,,1.5
B25,83,USA,,,,0,12,250 LB GP (GP-M57),,1.5,,,,0,9/1/1942,128409,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.47,29.04,MTO,,1.5
B25,95,USA,,,,0,6,500 LB GP (GP-M43/M64),,1.5,,,,0,9/1/1942,128412,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.52,28.88,MTO,,1.5
B25,80,USA,,,,0,6,500 LB GP (GP-M43/M64),,1.5,,,,0,9/1/1942,128413,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.56,28.93,MTO,,1.5
B25,95,USA,,,,0,6,250 LB GP (GP-M57),,0.75,,,,0,9/1/1942,128414,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.49,28.94,MTO,,0.75
B25,95,USA,,,,0,6,250 LB GP (GP-M57),,0.75,,,,0,9/1/1942,128415,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.43,29,MTO,,0.75
B25,95,USA,,,,0,6,250 LB GP (GP-M57),,0.75,,,,0,9/1/1942,128416,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.56,29.07,MTO,,0.75
B25,95,USA,,,,0,6,250 LB GP (GP-M57),,0.75,,,,0,9/1/1942,128417,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.49,29.09,MTO,,0.75
B25,95,USA,,,,0,,250 LB GP (GP-M57),,5,,,,0,9/1/1942,128421,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.59,29.14,MTO,,5
B25,85,USA,,,,0,,250 LB GP (GP-M57),,4.5,,,,0,9/1/1942,128422,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.48,28.97,MTO,,4.5
